cust_id;income;age;years_with_bank;nbr_children;gender;marital_status;name_prefix;first_name;last_name;street_nbr;street_name;postal_code;city_name;state_code
1362650;17804;21;0;1;M ;2;        ;Nick                                                        ;Garrison                                                    ;9374;Clairemont Mesa                                             ;10153;New York City                           ;NY  
1362976;20179;49;9;1;F ;2;Dr.     ;Terry                                                       ;Mevawalla                                                   ;3023;Capital                                                     ;68180;Omaha                                   ;NB  
1363384;54647;48;8;0;M ;1;        ;Alex                                                        ;Rarey                                                       ;18471;Humble                                                      ;76129;Fort Worth                              ;TX  
1363445;5918;29;8;1;M ;2;        ;Sid                                                         ;McLaughlin                                                  ;11867;C                                                           ;94260;Sacramento                              ;CA  
1362507;0;17;2;0;F ;1;        ;Allison                                                     ;Troester                                                    ;8001;Gardenia                                                    ;94164;San Francisco                           ;CA  
1362568;0;16;1;0;M ;1;        ;Tony                                                        ;Telles                                                      ;17599;Orange                                                      ;90112;Los Angeles                             ;CA  
1362772;12456;31;1;2;M ;2;        ;Matthew                                                     ;Khanijow                                                    ;12529;2nd                                                         ;60601;Chicago                                 ;IL  
1363037;8257;29;8;0;F ;2;        ;Margarita                                                   ;Niedelman                                                   ;7222;Poinsettia                                                  ;19150;Philadelphia                            ;PA  
1363241;30217;46;6;0;F ;1;Dr.     ;Carole                                                      ;Schissler                                                   ;9003;El Paso                                                     ;78210;San Antonio                             ;TX  
1363302;50704;55;5;1;M ;2;        ;Danny                                                       ;Potter                                                      ;7824;E                                                           ;90029;Los Angeles                             ;CA  
1363098;21909;51;1;1;M ;2;        ;James                                                       ;Justice                                                     ;9085;Rose                                                        ;96849;Honolulu                                ;HI  
1362894;59542;57;7;0;M ;1;        ;Lee                                                         ;Kirchmer                                                    ;282;C                                                           ;10185;New York City                           ;NY  
1362486;10701;76;6;0;F ;3;Ms.     ;Kyle                                                        ;McVicker                                                    ;9813;Sam Houston                                                 ;75230;Dallas                                  ;TX  
1362690;24131;47;7;1;F ;2;        ;Rebecca                                                     ;Marek                                                       ;8298;Second                                                      ;89194;Las Vegas                               ;NV  
1362955;15746;30;0;3;M ;2;        ;Adam                                                        ;Palmer                                                      ;5020;Eighth                                                      ;95137;San Jose                                ;CA  
1363159;11029;46;4;0;M ;1;Mr.     ;Anthony                                                     ;Schnack                                                     ;6792;Division                                                    ;87129;Albuquerque                             ;NM  
1363077;0;15;3;0;F ;1;        ;Elsie                                                       ;Richards                                                    ;19289;Lemon                                                       ;10171;New York City                           ;NY  
1362547;30413;37;3;0;M ;2;        ;Roger                                                       ;Levy                                                        ;2125;Third                                                       ;10126;New York City                           ;NY  
1362669;0;13;5;0;F ;1;        ;Stephanie                                                   ;Boyd                                                        ;16437;37th                                                        ;90750;Long Beach                              ;CA  
1363016;41317;54;4;1;M ;2;        ;Jacob                                                       ;McMillen                                                    ;10274;Mission Gorge                                               ;90095;Los Angeles                             ;CA  
1362934;11074;52;2;1;F ;2;        ;Vivian                                                      ;Paul                                                        ;15329;Spring Center                                               ;97237;Portland                                ;OR  
1363485;19863;48;8;0;F ;1;Ms.     ;Anne                                                        ;Dunn                                                        ;1182;C                                                           ;98111;Seattle                                 ;WA  
1363403;37364;52;2;1;F ;4;        ;Heidi                                                       ;Matthews                                                    ;17238;Flower                                                      ;43688;Toledo                                  ;OH  
1363342;32700;53;3;1;F ;4;        ;Bridget                                                     ;Shin                                                        ;1168;Cactus                                                      ;77061;Houston                                 ;TX  
1362526;43872;41;1;0;F ;2;        ;Jessica                                                     ;Flynn                                                       ;1735;B                                                           ;94145;San Francisco                           ;CA  
1363138;13137;72;2;0;F ;2;Mrs.    ;Phoebe                                                      ;Sales                                                       ;4043;Union                                                       ;78754;Austin                                  ;TX  
1362791;7914;81;1;0;F ;2;        ;Marilyn                                                     ;Parent                                                      ;5250;Cactus                                                      ;10088;New York City                           ;NY  
1362730;12988;37;7;3;F ;4;        ;Patricia                                                    ;Cooper                                                      ;12606;Otego                                                       ;98112;Seattle                                 ;WA  
1363056;2442;19;1;0;F ;1;        ;Darlene                                                     ;Clark                                                       ;2676;Inspiration                                                 ;53277;Milwaukee                               ;WI  
1363199;0;16;1;0;M ;1;        ;Alfred                                                      ;Maloney                                                     ;18391;J                                                           ;94225;Sacramento                              ;CA  
1363117;38736;48;7;5;M ;4;        ;Hans                                                        ;Park                                                        ;16857;Sixth                                                       ;32228;Jacksonville                            ;FL  
1362995;45195;59;9;2;M ;2;        ;Norm                                                        ;Johnson                                                     ;5364;Capital                                                     ;19136;Philadelphia                            ;PA  
1363382;13497;61;1;0;F ;2;Ms.     ;Barbara                                                     ;Schnack                                                     ;19010;Quince                                                      ;80228;Denver                                  ;CO  
1362587;8799;27;6;0;F ;2;        ;Li-Yauw                                                     ;Rice                                                        ;5566;I                                                           ;73169;Oklahoma City                           ;OK  
1362505;7735;53;3;1;F ;2;        ;Melissa                                                     ;Troester                                                    ;8001;Gardenia                                                    ;94164;San Francisco                           ;CA  
1362852;33706;56;6;1;M ;2;Mr.     ;Eric                                                        ;Matsumoto                                                   ;15495;Daisy                                                       ;7117;Newark                                  ;NJ  
1362974;12436;29;8;0;M ;1;Mr.     ;Rob                                                         ;Greenberg                                                   ;9533;Juniper                                                     ;90140;Los Angeles                             ;CA  
1363321;33113;55;5;0;M ;2;Mr.     ;Jeff                                                        ;Herreweyers                                                 ;16264;Valley                                                      ;46240;Indianapolis                            ;IN  
1362770;76891;42;2;0;F ;1;        ;Daniel                                                      ;Bush                                                        ;6437;Olive                                                       ;19126;Philadelphia                            ;PA  
1362709;5981;74;4;0;F ;2;Dr.     ;Colleen                                                     ;Malcom                                                      ;4922;Alamo                                                       ;90190;Los Angeles                             ;CA  
1362831;111004;52;2;0;M ;1;        ;Matthew                                                     ;Yumoto                                                      ;12705;C                                                           ;32272;Jacksonville                            ;FL  
1363178;31220;34;4;0;M ;1;        ;Marty                                                       ;Swanson                                                     ;1655;A                                                           ;28230;Charlotte                               ;NC  
1363096;12072;67;7;0;M ;2;Mr.     ;Bill                                                        ;Brownell                                                    ;9012;106th                                                       ;10084;New York City                           ;NY  
1362566;127848;54;4;1;M ;2;Mr.     ;Guy                                                         ;Telles                                                      ;17599;Orange                                                      ;90112;Los Angeles                             ;CA  
1363361;26008;34;4;2;F ;4;        ;Marilyn                                                     ;Griggs                                                      ;16955;Ash                                                         ;97297;Portland                                ;OR  
1363035;8262;60;0;0;M ;2;        ;Marc                                                        ;Erceg                                                       ;10637;Inspiration                                                 ;53217;Milwaukee                               ;WI  
1362484;10053;42;2;0;F ;1;        ;Lana                                                        ;Gilmore                                                     ;13393;Rose                                                        ;80275;Denver                                  ;CO  
1362688;23896;34;4;1;M ;2;        ;Jeffrey                                                     ;Parent                                                      ;10425;23rd                                                        ;97203;Portland                                ;OR  
1363422;42532;39;9;2;M ;2;        ;Matthew                                                     ;Floyd                                                       ;12184;Orchid                                                      ;80268;Denver                                  ;CO  
1363157;72194;32;2;0;M ;1;        ;Felipe                                                      ;Qiu                                                         ;18608;Madison                                                     ;75310;Dallas                                  ;TX  
1363218;21646;49;6;0;F ;1;Ms.     ;Cheryl                                                      ;Hildreth                                                    ;1678;Mission Gorge                                               ;92126;San Diego                               ;CA  
1362749;17412;33;2;2;F ;3;Mrs.    ;Kate                                                        ;Holmes                                                      ;14454;81st                                                        ;37204;Nashville                               ;TN  
1362810;0;17;2;0;F ;1;        ;Judy                                                        ;Rostek                                                      ;13093;Vine                                                        ;46232;Indianapolis                            ;IN  
1363014;15399;60;0;0;M ;2;Dr.     ;Tai                                                         ;Schissler                                                   ;7830;6th                                                         ;10101;New York City                           ;NY  
1363075;12560;46;6;1;M ;2;Mr.     ;Donald                                                      ;Richards                                                    ;19289;Lemon                                                       ;10171;New York City                           ;NY  
1363483;9271;28;6;0;M ;2;Mr.     ;Gilbert                                                     ;Rostek                                                      ;5138;44th                                                        ;20271;Washington                              ;DC  
1362932;18387;18;3;0;M ;1;        ;Rolf                                                        ;Shen                                                        ;14679;Figueroa                                                    ;90003;Los Angeles                             ;CA  
1362606;36586;51;1;0;F ;1;        ;Clara                                                       ;Russell                                                     ;3790;Old Cliffs                                                  ;85008;Phoenix                                 ;AZ  
1363401;9999;44;4;0;M ;2;        ;Benoit                                                      ;Lackpour                                                    ;18036;Cistus                                                      ;10208;New York City                           ;NY  
1363340;0;13;5;0;M ;1;        ;Terry                                                       ;Starkel                                                     ;5874;Old Cliffs                                                  ;90106;Los Angeles                             ;CA  
1362524;0;15;7;0;F ;1;        ;Phyllis                                                     ;Morton                                                      ;8369;Madison                                                     ;90061;Los Angeles                             ;CA  
1362728;32065;48;8;1;M ;2;        ;Andy                                                        ;Kraus                                                       ;1223;Vine                                                        ;10104;New York City                           ;NY  
1362993;20702;30;0;1;F ;3;        ;Carolyn                                                     ;Weeks                                                       ;14660;Grapevine                                                   ;48206;Detroit                                 ;MI  
1363197;19088;52;2;2;F ;2;        ;Carolyn                                                     ;Maloney                                                     ;18391;J                                                           ;94225;Sacramento                              ;CA  
1363258;9005;26;5;1;F ;2;Ms.     ;Eva                                                         ;Lennan                                                      ;6656;A                                                           ;90166;Los Angeles                             ;CA  
1363462;9495;25;4;2;F ;3;        ;Judith                                                      ;Barnard                                                     ;12238;37th                                                        ;21227;Baltimore                               ;MD  
1362503;5787;18;3;0;M ;1;        ;Cary                                                        ;Carrington                                                  ;11763;106th                                                       ;90785;Long Beach                              ;CA  
1362585;28093;69;9;0;M ;2;Mr.     ;Les                                                         ;Cole                                                        ;19803;Daisy                                                       ;60666;Chicago                                 ;IL  
1362972;59047;55;5;0;M ;1;        ;Gene                                                        ;Reissman                                                    ;661;Figueroa                                                    ;78204;San Antonio                             ;TX  
1363054;9738;56;6;1;F ;2;        ;Nora                                                        ;Clark                                                       ;2676;Inspiration                                                 ;53277;Milwaukee                               ;WI  
1363441;7169;39;9;0;F ;1;Ms.     ;Colleen                                                     ;McCoy                                                       ;15197;Second                                                      ;85726;Tucson                                  ;AZ  
1362850;8961;86;6;0;M ;4;        ;Tim                                                         ;Walsh                                                       ;3247;H                                                           ;89149;Las Vegas                               ;NV  
1363237;57224;35;5;2;M ;2;Mr.     ;Joe                                                         ;Lew                                                         ;11731;89th                                                        ;78784;Austin                                  ;TX  
1362911;43737;66;6;0;M ;2;        ;Norman                                                      ;Marsicano                                                   ;8152;Sunrise                                                     ;90005;Los Angeles                             ;CA  
1362829;49553;53;3;1;F ;2;Ms.     ;Carolyn                                                     ;Roberson                                                    ;16032;Inspiration                                                 ;15279;Pittsburgh                              ;PA  
1363176;2772;22;1;1;F ;4;Ms.     ;Neil                                                        ;Adamson                                                     ;12965;Fourth                                                      ;7301;Jersey City                             ;NJ  
1363298;56296;38;8;2;M ;2;        ;Bruno                                                       ;Rector                                                      ;1189;Tenth                                                       ;60606;Chicago                                 ;IL  
1362768;0;16;1;0;M ;1;        ;Patrick                                                     ;Elliot                                                      ;16726;D                                                           ;60606;Chicago                                 ;IL  
1363094;11244;72;2;0;F ;2;        ;Mytien                                                      ;Larson                                                      ;2034;Rose                                                        ;55174;St Paul                                 ;MN  
1362564;14357;77;7;0;F ;2;        ;Kim                                                         ;McHugh                                                      ;9266;D                                                           ;60647;Chicago                                 ;IL  
1362686;19019;70;0;0;F ;4;Ms.     ;Jenny                                                       ;McCarthy                                                    ;4474;Peach                                                       ;19138;Philadelphia                            ;PA  
1362625;30165;37;7;3;M ;2;        ;Matthew                                                     ;Hemphill                                                    ;12054;Orange                                                      ;33157;Miami                                   ;FL  
1362951;24090;67;7;0;M ;2;        ;Anthony                                                     ;Warner                                                      ;13871;2nd                                                         ;40564;Lexington                               ;KY  
1362890;0;14;6;0;F ;1;        ;Janet                                                       ;Kirchmer                                                    ;3204;Kingsbury                                                   ;97248;Portland                                ;OR  
1363420;22369;32;2;0;F ;1;        ;Catherine                                                   ;Kaufman                                                     ;16237;Clairemont                                                  ;48206;Detroit                                 ;MI  
1363216;13241;18;3;0;F ;1;        ;Carolyn                                                     ;Lau                                                         ;13456;Old Cliffs                                                  ;10229;New York City                           ;NY  
1362543;77322;36;6;2;M ;2;Mr.     ;William                                                     ;Hudson                                                      ;17954;Inspiration                                                 ;10152;New York City                           ;NY  
1363012;77893;35;2;0;M ;1;        ;Scott                                                       ;Gins                                                        ;2185;Jasmine                                                     ;10019;New York City                           ;NY  
1362808;31387;42;2;0;F ;1;Miss    ;Anita                                                       ;Felix                                                       ;775;Sunflower                                                   ;90138;Los Angeles                             ;CA  
1363481;7642;66;6;0;F ;2;Ms.     ;Beverly                                                     ;Sze                                                         ;6557;B                                                           ;80274;Denver                                  ;CO  
1362665;0;14;6;0;F ;1;        ;Angie                                                       ;Boyd                                                        ;16437;37th                                                        ;90750;Long Beach                              ;CA  
1362604;28204;40;0;0;F ;1;Miss    ;Rita                                                        ;Sadri                                                       ;508;Clairemont                                                  ;90152;Los Angeles                             ;CA  
1363134;19645;39;6;2;M ;2;Mr.     ;Biju                                                        ;Hedegard                                                    ;3846;Daffodil                                                    ;92821;Anaheim                                 ;CA  
1363073;11821;29;8;0;M ;2;Mr.     ;Walter                                                      ;McCreary                                                    ;778;Division                                                    ;90081;Los Angeles                             ;CA  
1363399;1591;25;4;0;M ;1;        ;Glenn                                                       ;Hills                                                       ;3744;Elm                                                         ;90168;Los Angeles                             ;CA  
1363338;0;13;5;0;F ;1;        ;Tina                                                        ;Starkel                                                     ;5874;Old Cliffs                                                  ;90106;Los Angeles                             ;CA  
1362991;21657;49;9;0;F ;1;        ;April                                                       ;Richards                                                    ;9437;Jefferson                                                   ;75364;Dallas                                  ;TX  
1362930;0;17;2;0;M ;1;        ;Martin                                                      ;Carter                                                      ;14440;Second                                                      ;78707;Austin                                  ;TX  
1362787;0;14;6;0;M ;1;        ;Andy                                                        ;Bailey                                                      ;8178;5th                                                         ;64132;Kansas City                             ;MO  
1362726;14141;18;3;0;M ;1;        ;Carlos                                                      ;Center                                                      ;4900;Division                                                    ;63152;St Louis                                ;MO  
1363256;90592;50;0;0;M ;2;        ;Barry                                                       ;Romen                                                       ;2444;Parrot                                                      ;90186;Los Angeles                             ;CA  
1363195;0;17;2;0;M ;1;        ;Hsin-Kai                                                    ;Hummel                                                      ;4855;Oleander                                                    ;64136;Kansas City                             ;MO  
1362848;0;15;7;0;F ;1;        ;Emily                                                       ;Teeuwen                                                     ;6392;Elm                                                         ;95184;San Jose                                ;CA  
1363317;18176;68;8;0;F ;4;Mrs.    ;Lori                                                        ;Hu                                                          ;6575;Second                                                      ;85049;Phoenix                                 ;AZ  
1362644;3371;19;4;0;F ;1;        ;Jamie                                                       ;Hood                                                        ;19762;Maiden                                                      ;14686;Rochester                               ;NY  
1362909;98566;43;3;1;F ;3;Dr.     ;Phyllis                                                     ;Knowles                                                     ;9477;Maiden                                                      ;60650;Chicago                                 ;IL  
1363113;30163;38;1;3;M ;2;        ;Patrick                                                     ;Shelton                                                     ;11570;Beach                                                       ;90048;Los Angeles                             ;CA  
1363378;31732;35;5;3;M ;2;Mr.     ;Wayne                                                       ;Milby                                                       ;2130;Tenth                                                       ;92173;San Diego                               ;CA  
1362705;27635;40;0;2;F ;4;Ms.     ;Yuki                                                        ;Dole                                                        ;1537;23rd                                                        ;63137;St Louis                                ;MO  
1363174;21384;58;7;1;F ;2;Ms.     ;Hana                                                        ;McLaughlin                                                  ;2567;Inspiration                                                 ;92817;Anaheim                                 ;CA  
1362501;65347;58;8;2;F ;2;        ;Rose                                                        ;Carrington                                                  ;11763;106th                                                       ;90785;Long Beach                              ;CA  
1362766;102286;56;6;2;F ;3;Ms.     ;Susanne                                                     ;Elliot                                                      ;16726;D                                                           ;60606;Chicago                                 ;IL  
1362970;30276;45;1;0;F ;1;        ;Maud                                                        ;Dickens                                                     ;3960;Lemon                                                       ;90087;Los Angeles                             ;CA  
1363235;25827;75;5;0;F ;2;Dr.     ;Marjorie                                                    ;Bender                                                      ;7195;Elk                                                         ;38177;Memphis                                 ;TN  
1363439;4184;27;6;1;F ;2;        ;Isabel                                                      ;Frost                                                       ;709;Kings                                                       ;78468;Corpus Christi                          ;TX  
1363031;52542;35;5;3;M ;4;        ;Hal                                                         ;Stanick                                                     ;8575;Washington                                                  ;92811;Anaheim                                 ;CA  
1362562;63532;46;6;0;F ;1;Miss    ;Kimberly                                                    ;Raymond                                                     ;5665;Humble                                                      ;90148;Los Angeles                             ;CA  
1362623;15554;73;3;0;M ;2;        ;Edgar                                                       ;Newton                                                      ;4144;Kings                                                       ;77099;Houston                                 ;TX  
1362827;6228;84;4;0;F ;2;        ;Jackie                                                      ;Jiang                                                       ;4080;B                                                           ;10248;New York City                           ;NY  
1362888;56266;44;4;5;M ;3;        ;Frank                                                       ;Kirchmer                                                    ;3204;Kingsbury                                                   ;97248;Portland                                ;OR  
1363296;7302;19;4;0;F ;1;        ;Hana                                                        ;O'Neil                                                      ;16192;Flower                                                      ;67225;Wichita                                 ;KS  
1363357;19041;38;8;3;M ;2;        ;Anthony                                                     ;Meyer                                                       ;5622;Figueroa                                                    ;94180;San Francisco                           ;CA  
1363092;6809;60;0;0;F ;1;Ms.     ;Edith                                                       ;Costello                                                    ;718;Jefferson                                                   ;85205;Mesa                                    ;AZ  
1362480;50890;33;3;2;M ;2;Mr.     ;Hans                                                        ;Beed                                                        ;6498;H                                                           ;10209;New York City                           ;NY  
1363153;0;15;7;0;F ;1;        ;Maredith                                                    ;Satyanarayan                                                ;5975;Lilac                                                       ;94150;San Francisco                           ;CA  
1362745;11410;82;2;0;M ;2;Mr.     ;Jon                                                         ;Dixit                                                       ;8559;Beach                                                       ;53206;Milwaukee                               ;WI  
1362949;0;16;1;0;M ;1;        ;Scott                                                       ;Burger                                                      ;12557;Valley                                                      ;92178;San Diego                               ;CA  
1363214;8345;19;4;0;F ;1;Ms.     ;Polly                                                       ;Sweetnam                                                    ;2917;El Paso                                                     ;92155;San Diego                               ;CA  
1362541;22362;63;3;0;M ;2;        ;Jim                                                         ;Raco                                                        ;1894;Kingsbury                                                   ;60639;Chicago                                 ;IL  
1363479;32728;53;3;0;M ;3;        ;Jeremy                                                      ;Daleo                                                       ;4657;Lilac                                                       ;10091;New York City                           ;NY  
1363010;4424;18;3;0;M ;1;Mr.     ;Dan                                                         ;Winton                                                      ;6777;Lilac                                                       ;80243;Denver                                  ;CO  
1362602;31496;25;4;1;F ;3;        ;Lily                                                        ;McKeighan                                                   ;18184;Ninth                                                       ;90120;Los Angeles                             ;CA  
1362806;39382;24;3;1;M ;3;Mr.     ;Randy                                                       ;McCarthy                                                    ;15648;Juniper                                                     ;60605;Chicago                                 ;IL  
1363071;1565;82;2;0;F ;2;        ;Debbie                                                      ;Henderson                                                   ;1284;Humble                                                      ;79931;El Paso                                 ;TX  
1363275;17773;37;7;3;F ;2;        ;Julie                                                       ;Mealhouse                                                   ;437;Fern                                                        ;64105;Kansas City                             ;MO  
1363336;33905;52;2;0;M ;2;        ;Michel                                                      ;Pike                                                        ;13868;Third                                                       ;55422;Minneapolis                             ;MN  
1362663;29030;44;4;0;M ;1;        ;Arnie                                                       ;Paloutzian                                                  ;11170;Parrot                                                      ;77151;Houston                                 ;TX  
1362928;20691;44;4;0;M ;1;Mr.     ;Jeff                                                        ;Williams                                                    ;11783;Elm                                                         ;10056;New York City                           ;NY  
1362520;58377;49;2;4;F ;4;Mrs.    ;Heather                                                     ;Morton                                                      ;8369;Madison                                                     ;90061;Los Angeles                             ;CA  
1363193;30989;45;5;0;F ;1;        ;Mayreen                                                     ;Mahlman                                                     ;274;Bernardo                                                    ;10262;New York City                           ;NY  
1363458;22025;44;3;1;F ;2;Ms.     ;Brenda                                                      ;King                                                        ;4745;Vine                                                        ;97203;Portland                                ;OR  
1362785;43582;42;2;5;F ;2;Mrs.    ;Elsie                                                       ;Bailey                                                      ;8178;5th                                                         ;64132;Kansas City                             ;MO  
1363254;13317;19;4;0;F ;1;Ms.     ;Nora                                                        ;Green                                                       ;7442;Peach                                                       ;60666;Chicago                                 ;IL  
1362642;6909;54;2;2;F ;3;        ;Wendy                                                       ;Hood                                                        ;19762;Maiden                                                      ;14686;Rochester                               ;NY  
1362703;26886;34;4;0;F ;2;        ;Christine                                                   ;Putnam                                                      ;4773;Thirteenth                                                  ;95101;San Jose                                ;CA  
1363376;23883;75;5;0;M ;2;        ;Tom                                                         ;Savage                                                      ;18641;K                                                           ;53244;Milwaukee                               ;WI  
1363172;93060;50;0;0;M ;2;        ;Stanley                                                     ;Meyer                                                       ;17379;Eighth                                                      ;53269;Milwaukee                               ;WI  
1362499;37180;65;5;0;M ;2;        ;Lawrence                                                    ;Warner                                                      ;19427;Parsons                                                     ;10007;New York City                           ;NY  
1362968;17110;68;8;0;F ;1;        ;Nancy                                                       ;Hummel                                                      ;1075;Eleventh                                                    ;75204;Dallas                                  ;TX  
1362764;25973;57;7;1;M ;2;Mr.     ;Dale                                                        ;Holloway                                                    ;19477;Camellia                                                    ;94103;San Francisco                           ;CA  
1362825;10234;18;3;0;F ;1;Miss    ;Darlene                                                     ;Hills                                                       ;10984;El Paso                                                     ;94174;San Francisco                           ;CA  
1363233;37438;62;2;0;M ;2;        ;Andy                                                        ;Lennan                                                      ;7593;Jefferson                                                   ;10079;New York City                           ;NY  
1363294;29536;43;3;0;F ;2;        ;Gloria                                                      ;Baker                                                       ;3176;Kings                                                       ;92508;Riverside                               ;CA  
1363029;0;14;6;0;M ;1;        ;Hans                                                        ;Hudson                                                      ;10577;Fern                                                        ;32235;Jacksonville                            ;FL  
1362682;29040;32;2;1;M ;2;Dr.     ;Dick                                                        ;Masina                                                      ;18004;Fifth                                                       ;90065;Los Angeles                             ;CA  
1362621;3303;61;1;0;F ;3;Ms.     ;Sally                                                       ;Yum                                                         ;12409;Petunia                                                     ;85216;Mesa                                    ;AZ  
1363416;14769;31;1;3;F ;2;Ms.     ;Jessica                                                     ;Gant                                                        ;2137;106th                                                       ;90122;Los Angeles                             ;CA  
1363090;0;16;1;0;F ;1;        ;Karina                                                      ;Johnston                                                    ;7625;35th                                                        ;78738;Austin                                  ;TX  
1363008;35117;57;7;1;F ;2;        ;Inge                                                        ;Winton                                                      ;6777;Lilac                                                       ;80243;Denver                                  ;CO  
1363355;13087;22;1;0;M ;2;        ;Thomas                                                      ;Milly                                                       ;13205;Sunflower                                                   ;64199;Kansas City                             ;MO  
1363130;16238;33;3;2;M ;4;        ;Dan                                                         ;Gollwitzer                                                  ;7550;Sunflower                                                   ;40213;Louisville                              ;KY  
1362947;8048;26;5;0;M ;1;        ;Dick                                                        ;Hurlbut                                                     ;12588;B                                                           ;94242;Sacramento                              ;CA  
1362722;44196;30;0;1;F ;2;Ms.     ;Emma                                                        ;Marxen                                                      ;11356;Second                                                      ;10259;New York City                           ;NY  
1362743;11946;60;0;0;F ;4;        ;Debbie                                                      ;Lawrence                                                    ;11662;Cactus                                                      ;38132;Memphis                                 ;TN  
